id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
21171,0,1/23/13,Government Of Tanzania,1119,DWE,30.34717036,-4.8719301,Kwa Antiluka,0,Lake Tanganyika,Kibanda,Kigoma,16,2,Kigoma Rural,Uvinza,320,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,2007,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
40982,0,3/16/11,Tardo,1749,Tardo,38.27094157,-4.6615608,Kwa Mzee Leonad Tedwa,93,Pangani,Tiku,Tanga,4,1,Lushoto,Malindi,1,TRUE,GeoData Consultants Ltd,VWC,Mlomboza forest,TRUE,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
48396,0,3/14/13,Swisland/ Mount Meru Flowers,1287,Community,36.75927115,-3.38737971,Shangirai Hardware,0,Pangani,Moivaro,Arusha,2,7,Meru,Nkoanrua,120,TRUE,GeoData Consultants Ltd,VWC,Loruvani gravity water supply,TRUE,2011,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
13323,0,8/24/11,Hesawa,0,DWE,33.64930569,-2.80046063,Kwashija,0,Lake Victoria,Mwamagula,Mwanza,19,2,Magu,Nkungulu,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
28467,2500,3/14/11,Shipo,1554,Shipo,34.73747841,-8.92088215,Kwa Jastoni Mbago,0,Rufiji,Ihami,Iringa,11,4,Njombe,Mtwango,65,TRUE,GeoData Consultants Ltd,VWC,Mtikanga gravity Scheme,TRUE,2010,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
2768,20,2/8/13,Wateraid,1728,WATERAID,35.09479154,-4.15189715,Kwa Ditta Zakaria,0,Internal,Simhha,Manyara,21,3,Mbulu,Maghang,218,TRUE,GeoData Consultants Ltd,VWC,OMBASI,TRUE,2006,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
73593,0,4/6/11,Government Of Tanzania,0,Government,33.25424193,-8.0893355,Mamba D,0,Lake Rukwa,Mamba D,Mbeya,12,1,Chunya,Mamba,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
65164,0,2/24/13,Tasaf,738,CJEJOW CONSTRUCTION,36.33788056,-11.17829173,Shuleni,0,Ruvuma / Southern Coast,Tulieni B,Ruvuma,10,5,Namtumbo,Lusewa,700,TRUE,GeoData Consultants Ltd,Parastatal,,FALSE,2007,swn 80,swn 80,handpump,parastatal,parastatal,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
69976,0,2/12/13,Danida,848,DANIDA,35.9770565,-10.55154627,Kwa Haji Jafari,0,Rufiji,Namikurumo,Ruvuma,10,5,Namtumbo,Msindo,80,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1990,other,other,other,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
52145,0,2/12/13,Lga,319,LGA,38.98738247,-10.50802015,Msikitini,0,Ruvuma / Southern Coast,Mijeleni,Mtwara,90,33,Masasi,Mwena,40,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1995,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
49259,0,3/21/13,Government Of Tanzania,1233,Community,36.9805944,-3.2681787,Lishaeli Akyoo,0,Pangani,Kwa Tulele,Arusha,2,7,Meru,King'ori,120,TRUE,GeoData Consultants Ltd,VWC,Nasula gravity water supply,TRUE,1963,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
23542,25,3/1/11,Danida,1642,DANID,35.53901671,-7.91925731,none,0,Rufiji,Sadan B,Iringa,11,1,Iringa Rural,Mseke,1,TRUE,GeoData Consultants Ltd,VWC,Mseke,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
69848,0,3/28/11,Nethalan,706,DWE,37.44412397,-5.82951489,Kauzeni,0,Wami / Ruvu,Kauzeni,Morogoro,5,6,Mvomero,Kibati,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1996,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
9305,0,3/6/11,Missi,1672,Missi,35.09343854,-9.56048826,none,0,Lake Nyasa,Itengule,Iringa,11,4,Njombe,Kifanya,23,TRUE,GeoData Consultants Ltd,VWC,Matund,FALSE,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
14359,0,3/26/11,Government Of Tanzania,1371,DWE,38.52077442,-4.7781112,Kwa Mzee Mwatembo,0,Pangani,Kwekigao,Tanga,4,1,Lushoto,Mgwashi,1,TRUE,GeoData Consultants Ltd,VWC,Baga 2 streem,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
28925,0,7/17/11,Rc,0,VTECOS,31.64219084,-1.42713263,Kwa Deo,0,Lake Victoria,Bugengere,Kagera,18,2,Bukoba Rural,Nyakibimbili,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
21243,0,2/22/13,World Bank,1008,Government,35.08228569,-10.7961727,Office Ya Kijiji,0,Ruvuma / Southern Coast,Halare,Ruvuma,10,3,Mbinga,Kigonsera,1,,GeoData Consultants Ltd,VWC,Government,TRUE,2012,gravity,gravity,gravity,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
10616,0,1/24/13,Fini Water,372,Fini Water,38.64244068,-10.2773797,Mzee Nangala,0,Ruvuma / Southern Coast,Kilimahewa,Lindi,8,3,Nachingwea,Mnero Miembeni,380,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1988,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
73667,0,2/12/13,Tcrs,1474,TCRS,34.44750516,-4.4015942,Lyungilo 1,0,Internal,Lyungilo,Singida,13,1,Iramba,Kyengege,195,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1996,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
20566,1000,10/28/12,Jaica,1293,JAICA,33.88622687,-1.66592514,Mwembeni,0,Lake Victoria,Nyang'Ombe,Mara,20,3,Musoma Rural,Buruma,350,TRUE,GeoData Consultants Ltd,VWC,Rural water supply,TRUE,2011,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
63711,2000,11/3/13,Oikos E.Afrika,1428,Community,36.84895072,-3.14633698,Ngareweta,0,Internal,Iyani,Arusha,2,7,Meru,Ngarenanyuki,182,TRUE,GeoData Consultants Ltd,VWC,Iyani gravity water supply,TRUE,2009,submersible,submersible,submersible,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
72840,0,1/23/13,World Bank,501,SCOTT,37.74768029,-9.5396571,Shule Ya Zamani,0,Ruvuma / Southern Coast,Ngangira,Lindi,80,43,Liwale,Barikiwa,350,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2012,india mark ii,india mark ii,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
31651,10,4/14/11,Dh,0,DH,37.15765414,-6.25308769,Kwa Hadson,0,Wami / Ruvu,Ipondelo,Morogoro,5,1,Kilosa,Magubike,59,TRUE,GeoData Consultants Ltd,VWC,Ma,TRUE,1984,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
3782,0,3/26/13,Mission,1521,Mission,34.8159747,-11.10710636,Kwa Mzee Legeza,0,Lake Nyasa,Makugulu 'B',Ruvuma,10,3,Mbinga,Mikalanga,60,,GeoData Consultants Ltd,WUG,Government,TRUE,2005,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
6799,0,12/13/12,Hsw,1153,HSW,33.6796768,-1.69114438,Nyakato,0,Lake Victoria,Nyakato,Mara,20,3,Musoma Rural,Mugango,250,FALSE,GeoData Consultants Ltd,VWC,HSW,TRUE,1998,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
21402,1000,2/22/13,Government Of Tanzania,1604,Central govt,37.65901094,-3.71814886,Kwa Alphonce,3,Pangani,Chumvu Juu,Kilimanjaro,3,2,Mwanga,Chomvu,20,TRUE,GeoData Consultants Ltd,WUA,Kindoroko water supply,FALSE,1972,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
35390,6,3/3/13,Ces(gmbh),1198,DWE,37.47692924,-3.34092018,Kwa Priva Ngowa,0,Pangani,Sumikombela,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,35,TRUE,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
12636,0,1/24/13,World Bank,0,WEDECO,32.42445785,-3.53829537,Kwa Wilsoni James,0,Lake Tanganyika,Busungo,Shinyanga,17,3,Kahama,Segese,0,TRUE,GeoData Consultants Ltd,,Segese pipe scheme,TRUE,0,submersible,submersible,submersible,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,other,other
36887,0,2/18/13,Kalitasi,1217,Kalitasi,38.00682598,-4.26044985,Vuje Center,0,Pangani,Vuje,Kilimanjaro,3,3,Same,Vuje,569,TRUE,GeoData Consultants Ltd,VWC,Vuje Water Supply,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe
20086,50,2/27/11,Kuwait,106,DWE,38.90354217,-6.83863068,Mzee Boga,0,Wami / Ruvu,Kibaoni,Pwani,6,2,Kibaha,Soga,50,TRUE,GeoData Consultants Ltd,VWC,upper Ruvu,TRUE,2008,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
5634,0,1/24/13,World Vision,0,Consulting Engineer,32.79870255,-4.20735891,Busenge A,0,Lake Tanganyika,Busenge A,Tabora,14,1,Nzega,Kahamanhalaga,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
48029,0,11/9/12,Rwssp,0,WEDECO,34.33720524,-3.15236862,Umoja,0,Internal,Shinyanga,Shinyanga,17,6,Meatu,Sakasaka,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
29927,0,10/27/12,Rwssp,0,DWE,32.38385518,-3.83717122,Maji Ni Uhai,0,Lake Tanganyika,Ilekebu,Shinyanga,17,3,Kahama,Mpunze,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
2930,1000,2/27/13,Mission,960,Mission,35.38271411,-10.71445129,Kwa Selestine,0,Ruvuma / Southern Coast,Nakawale A,Ruvuma,10,2,Songea Rural,Magagura,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa mbinga mh,TRUE,1977,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
41800,500,3/22/11,Dolf Project,434,Local technician,38.06751577,-4.65458656,Kwamkodongo,0,Pangani,Makayo,Tanga,4,2,Korogwe,Mkomazi,35,TRUE,GeoData Consultants Ltd,VWC,Mkomazi water supply,FALSE,2007,ksb,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
68349,250,2/1/13,Norad,1097,NORAD,30.20681538,-4.77966637,Pentecostal,0,Lake Tanganyika,Brenda B,Kigoma,16,2,Kasulu,Rungwe Mpya,2400,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,1989,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
61678,0,10/27/12,Dwe,0,DWE,32.09890255,-4.93811546,Kwa Mzee Vililo,0,Lake Tanganyika,Songambele Mashariki,Tabora,14,4,Urambo,Songambele,0,TRUE,GeoData Consultants Ltd,VWC,Songambele water supply,TRUE,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
30270,0,11/3/11,Roman Catholic,2260,Roman Catholic,34.39176923,-9.28989206,Kwa Pekua Mwinuka,0,Lake Nyasa,Mtwake,Iringa,11,4,Njombe,Igosi,50,TRUE,GeoData Consultants Ltd,VWC,Moronga,FALSE,1996,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
4678,20,2/22/13,Muwsa,788,MUWSA,37.34831677,-3.35258803,Lulu,0,Pangani,Dhobi Street,Kilimanjaro,3,6,Moshi Urban,Njoro,1,TRUE,GeoData Consultants Ltd,Water authority,Njoro Water Supply,TRUE,2008,gravity,gravity,gravity,water authority,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
9392,0,3/14/11,Water,0,Commu,36.42441051,-5.64326973,Kanisani,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Zoissa,0,TRUE,GeoData Consultants Ltd,VWC,Ping,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
20735,1000,2/3/11,Shipo,1600,Shipo,34.99698039,-8.94881081,Kwa Rumidio Kuchungura,0,Rufiji,Matagini,Iringa,11,4,Njombe,Mahongole,120,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2010,other - rope pump,rope pump,rope pump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
49300,0,10/16/12,Government Of Tanzania,1288,Government,34.02144841,-1.6122602,Masurura Dispensari,0,Lake Victoria,Ngerekwe,Mara,20,3,Musoma Rural,Bwiregi,40,,GeoData Consultants Ltd,VWC,,FALSE,1975,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
70339,0,8/2/11,Tanzania And Egypt Cooperat,0,Tanzania and Egypt cooperati,33.40591772,-2.6087623,Kwa Charles,0,Lake Victoria,Nyanguku,Mwanza,19,2,Magu,Nyigogo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
25572,0,3/26/13,World Vision,1774,DWE,36.6391006,-3.26222341,Matini,0,Pangani,Matini,Arusha,2,2,Arusha Rural,Olkokola,150,TRUE,GeoData Consultants Ltd,VWC,Lemanyata pipe line,TRUE,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
61445,0,10/6/12,Tasaf,0,GEOTAN,34.09730676,-3.72779425,Amani,0,Internal,Amani,Shinyanga,17,6,Meatu,Imalaseko,0,TRUE,GeoData Consultants Ltd,WUA,Imaleseko water user association,TRUE,0,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,communal standpipe multiple,communal standpipe
32190,0,3/16/11,Kilindi District Co,0,DWE,37.29373148,-5.70419117,Muheza,0,Wami / Ruvu,Muheza,Tanga,4,7,Kilindi,Masagalu,1800,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1988,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
39189,500,3/26/11,Shipo,1528,SHIPO,34.76182139,-8.85394964,Kwa Mesco Magala,0,Rufiji,Kanisani,Iringa,11,4,Njombe,Ilembula,112,TRUE,GeoData Consultants Ltd,WUA,mtikanga supply scheme,TRUE,2011,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
14853,0,4/1/11,Government Of Tanzania,0,Government,33.16012589,-8.41198798,Shuleni,0,Lake Rukwa,Bwawani,Mbeya,12,1,Chunya,Makongorosi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
52207,30,2/23/11,Private,108,Priva,38.9342633,-7.71775824,Abdalah Mchela,1,Rufiji,Kibiti Kati,Pwani,60,53,Rufiji,Kibiti,1,FALSE,GeoData Consultants Ltd,Private operator,,TRUE,2007,nira/tanira,nira/tanira,handpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
48035,500,1/23/13,Dfid,1496,WATER AID,34.74381046,-4.9013165,Msahaa A,0,Internal,Itope,Singida,13,4,Singida Urban,Unyamikumbi,106,TRUE,GeoData Consultants Ltd,WUG,,TRUE,2003,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
73122,10,3/20/13,Private Individual,1731,Dmdd,35.83735311,-3.2453781,Kwa Yasent Franciss,0,Internal,Tdh,Arusha,24,30,Karatu,Mbulumbulu,80,TRUE,GeoData Consultants Ltd,VWC,Jumuhiya ya watumia  maji,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
16352,0,7/25/11,Hifab,0,Hesawa,33.33253763,-3.10681969,Selwe,0,Lake Victoria,Selwe,Mwanza,19,4,Kwimba,Nyamilama,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
42721,0,3/17/11,Community,294,Communit,36.13590557,-8.93935015,Kwa Matikila,0,Rufiji,Lupiro,Morogoro,5,4,Ulanga,Malinyi,400,TRUE,GeoData Consultants Ltd,,,FALSE,2006,other,other,other,vwc,user-group,never pay,never pay,fluoride,fluoride,enough,enough,shallow well,shallow well,groundwater,other,other
15116,50,1/24/13,Gain,71,Gain,39.52595584,-10.03463494,Kwa Kashingo,0,Ruvuma / Southern Coast,Zawiani,Lindi,80,62,Lindi Rural,Tandangongoro,200,TRUE,GeoData Consultants Ltd,,,TRUE,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,coloured,colored,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
7837,200,3/10/11,Government Of Tanzania,1717,DWE,38.21076217,-4.556957,Kwa Mzee Bakali,0,Pangani,Mamboleo,Tanga,4,1,Lushoto,Sunga,1,TRUE,GeoData Consultants Ltd,VWC,Kidege forest,TRUE,2001,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
56907,1500,1/20/13,,1397,,34.65847118,-4.60894564,Kisimani,0,Internal,Ikulu,Singida,13,2,Singida Rural,Msisi,650,TRUE,GeoData Consultants Ltd,VWC,N,,2000,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
46382,0,3/14/11,Roman Catholic,137,DWE,38.82652126,-5.10215138,Karibuni,0,Pangani,Karibuni,Tanga,4,3,Muheza,Kicheba,1,TRUE,GeoData Consultants Ltd,VWC,Mabula mountains spr,FALSE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe
64521,0,7/28/11,Kirdep,0,Kirdep,31.52400815,-2.64014842,Gabaniro,0,Lake Victoria,Gabaniro,Kagera,18,8,Chato,Kachwamba,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,coloured,colored,insufficient,insufficient,hand dtw,borehole,groundwater,hand pump,hand pump
67362,0,8/10/11,Government Of Tanzania,0,DWE,0,-2.00E-08,Nyugwa Secondary,0,Lake Victoria,Nyugwa,Mwanza,19,6,Geita,Nyugwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
61861,0,1/30/13,Norad,2125,Norad,31.71033001,-8.02897733,Kwa Thomass,0,Lake Rukwa,Kitongoji Kati,Rukwa,15,4,Sumbawanga Urban,Mollo,740,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1993,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
72139,50,2/17/13,World Bank,1369,Water board,36.63553562,-5.6749452,Chang'Ombe,0,Wami / Ruvu,Chang'Ombe,Manyara,21,5,Kiteto,Songambele,1800,TRUE,GeoData Consultants Ltd,VWC,World banks Water supplying,TRUE,2005,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
3398,0,1/18/13,Rwssp,0,DWE,0,-2.00E-08,Bulyaheke,0,Lake Victoria,Kisesa,Shinyanga,17,1,Bariadi,Sapiwi,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
62911,0,7/27/11,,0,,33.59207501,-9.16411665,Shule Ya Sekondali Rungwe,0,Lake Nyasa,Kisungu,Mbeya,12,4,Rungwe,Kiwira,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
48152,1000,2/21/13,Government Of Tanzania,981,Central govt,37.60762508,-3.81343889,Kwa Yahya Rashid,0,Pangani,Shighati,Kilimanjaro,3,2,Mwanga,Lembeni,50,TRUE,GeoData Consultants Ltd,VWC,Kiverenge water supply,FALSE,1994,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe
48001,4000,2/20/11,Cefa,1979,CEFA,35.86628741,-8.22694393,none,0,Rufiji,Ibumila,Iringa,11,7,Kilolo,Boma la ng'ombe,100,TRUE,GeoData Consultants Ltd,VWC,Bomala,TRUE,2003,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
64118,0,12/3/13,Padep,1780,DWE,37.35961168,-2.87103123,Kwa Mbauti,0,Internal,Lepayoni,Arusha,2,6,Longido,Olmolog,300,TRUE,GeoData Consultants Ltd,VWC,Kamwanga Erikaswa water pr,TRUE,2010,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
65793,0,12/3/11,Hw/rc,2134,HW/RC,34.51639956,-9.30555986,Nestory Mwinuka,0,Lake Nyasa,Ng'Anga,Iringa,11,4,Njombe,Igosi,30,TRUE,GeoData Consultants Ltd,VWC,Igosi,TRUE,1998,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
61557,0,3/21/11,Danida,1896,DWE,35.21904144,-8.54384912,none,0,Rufiji,M,Iringa,11,2,Mufindi,Mninga,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
32352,0,10/25/12,Lwi,0,LWI,0,-2.00E-08,Bukingwaminzi,0,Lake Victoria,Ngara Shuleni,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,FALSE,0,india mark ii,india mark ii,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
1830,50,3/19/11,Kibaha Town Council,44,DWE,38.79259635,-6.61217491,Mount Ararat Primary School 2,0,Wami / Ruvu,Mbwawa Mkoleni,Pwani,6,2,Kibaha,Visiga,1,TRUE,GeoData Consultants Ltd,Water authority,,TRUE,2010,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
50553,0,10/13/12,Tasaf,0,TASAF,33.73073582,-3.59734756,Kwa Mwanakaveho,0,Internal,Ngundangali,Shinyanga,17,8,Kishapu,Uchunga,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
51961,0,10/6/12,Wsdp,0,DWE,33.54958035,-3.58337194,Shuleni,0,Internal,Mwanubi,Shinyanga,17,7,Shinyanga Urban,Kolandoto,0,FALSE,GeoData Consultants Ltd,Private operator,,FALSE,0,nira/tanira,nira/tanira,handpump,private operator,commercial,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
