id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
4907,500,2/27/11,World Bank,373,Gwasco L,37.50789059,-6.26635194,Kwa Makumba,0,Wami / Ruvu,Zahanati,Morogoro,5,6,Mvomero,Hembeti,1,TRUE,GeoData Consultants Ltd,VWC,Dimamba,TRUE,2005,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
49994,0,4/14/11,Government Of Tanzania,0,Government,33.0591187,-8.5683947,Dume La Nyani,0,Lake Rukwa,Kanga A,Mbeya,12,1,Chunya,Kanga,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
59588,0,8/8/11,Government Of Tanzania,102,Government,38.9738897,-5.12551864,Msikitini,0,Pangani,Pongwe Kati,Tanga,4,4,Tanga,Pongwe,100,TRUE,GeoData Consultants Ltd,VWC,Shallow well,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
46893,50,3/30/11,Af,1261,AF,36.83283068,-6.09538776,Kwa Kalebi,0,Wami / Ruvu,Ofsini,Morogoro,5,1,Kilosa,Rubeho,250,TRUE,GeoData Consultants Ltd,VWC,Ma,TRUE,2006,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
16944,0,7/11/11,Hesawa,0,HESAWA,31.73311371,-2.47636967,Kwa Masunga,0,Lake Victoria,Kibehe A,Kagera,18,8,Chato,Kigongo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
35828,0,3/30/11,Water,0,Commu,35.62759083,-6.03113722,Kwa Richard,0,Internal,Abdujumbe,Dodoma,1,5,Dodoma Urban,Mbalawala,0,TRUE,GeoData Consultants Ltd,VWC,Luga,FALSE,0,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
24377,0,3/2/11,Mkinga Distric Coun,0,DWE,39.09126059,-4.9549518,Mtimbwani Secondary,0,Pangani,Mtimbwani A,Tanga,4,8,Mkinga,Mtimbwani,200,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,2009,afridev,afridev,handpump,vwc,user-group,unknown,unknown,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
51694,2000,3/9/11,Danida,1007,DANID,35.06153079,-7.91507677,none,0,Rufiji,Uyamba,Iringa,11,1,Iringa Rural,Mahuninga,1,TRUE,GeoData Consultants Ltd,VWC,Mahuni,TRUE,1989,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
70241,0,8/4/11,,0,,31.80083428,-1.31490138,Shule Ya Msingi Ihungo,0,Lake Victoria,Ntungamo,Kagera,18,6,Bukoba Urban,Bukembe,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non functional
1780,2000,3/15/11,Danida,1114,DANID,35.87761667,-7.42197042,none,0,Rufiji,Madibila,Iringa,11,1,Iringa Rural,Kihorogota,1,TRUE,GeoData Consultants Ltd,VWC,Jihoro,TRUE,1991,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
39490,0,3/19/11,Government Of Tanzania,165,DWE,38.70152604,-5.13617489,Madago,0,Pangani,Madago,Tanga,4,3,Muheza,Nkumba,1000,TRUE,GeoData Consultants Ltd,VWC,Ufinga river,FALSE,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
21704,6,6/3/13,Ces(gmbh),1421,DWE,37.43964118,-3.31993627,Kwa Alphonce Kesi,0,Pangani,Lole,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Magharibi,30,TRUE,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
35193,0,3/16/11,Amref,-19,AMREF,39.24417821,-7.36829284,Kwa,0,Rufiji,Kimogola,Pwani,6,4,Mkuranga,Magawa,500,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2007,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
24948,500,3/27/11,Wananchi,1244,wananchi,34.63225535,-8.72031632,Ofisini,0,Rufiji,Kati,Iringa,11,4,Njombe,Wanging'ombe,55,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,2009,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
6076,100,1/22/13,Fw,357,FW,38.79470824,-10.57239234,Kidunchu,0,Ruvuma / Southern Coast,Kilimanihewa,Mtwara,90,33,Masasi,Lukulendi,1700,TRUE,GeoData Consultants Ltd,VWC,FW,TRUE,1975,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
18451,0,3/29/13,Government Of Tanzania,1612,Central Government,37.5816604,-3.2649629,Kwa Mahanga,0,Pangani,Maring'A Juu,Kilimanjaro,3,4,Moshi Rural,Mwika Kusini,1,TRUE,GeoData Consultants Ltd,WUA,Mtiro pipeline,TRUE,1960,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
13042,0,10/29/12,Hesawa,0,DWE,0,-2.00E-08,Kwakisusi,0,Lake Victoria,Nyamatala,Mwanza,19,2,Magu,Malili,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
34877,5000,3/5/11,Kkkt,1790,Commu,34.3039125,-9.5043126,none,0,Lake Nyasa,Kinyunyu,Iringa,11,3,Makete,Ipepo,0,TRUE,GeoData Consultants Ltd,VWC,Ipepo,FALSE,2003,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
10891,0,10/28/12,Rwssp,0,DWE,32.50515031,-3.91165507,Kwa Kazumba Justina,0,Lake Tanganyika,Nyandekwa,Shinyanga,17,3,Kahama,Nyandekwa,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,dry,dry,shallow well,shallow well,groundwater,other,other,non functional
33500,0,7/18/11,Hesawa,0,DWE,0,-2.00E-08,Bombani,0,Lake Victoria,Ujamaa,Mwanza,19,6,Geita,Kalangalala,0,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
1012,0,2/3/13,Fini Water,64,Fini water,39.76790839,-10.37243798,Kwa Mzee Sindano,0,Ruvuma / Southern Coast,Sokoni,Mtwara,99,1,Mtwara Rural,Kitere,800,TRUE,GeoData Consultants Ltd,,,TRUE,1986,other,other,other,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
4321,1000,3/2/11,Danida,1591,DANID,35.62422947,-7.86001982,none,0,Rufiji,Njia Panda A,Iringa,11,1,Iringa Rural,Mseke,1,TRUE,GeoData Consultants Ltd,VWC,Meseke,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
41162,0,7/15/11,No,1536,DWE,31.04447027,-7.50921781,Kalondang'Ombe,0,Lake Tanganyika,Kipundu Kati,Rukwa,15,3,Nkasi,Namanyere,1,,GeoData Consultants Ltd,VWC,,FALSE,1987,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,other,other,non functional
31957,0,7/11/11,Hesawa,0,DWE,31.45223354,-1.29523982,Kwakyembundu,0,Lake Victoria,Bulifani,Kagera,18,7,Misenyi,Kyaka,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
15815,0,1/19/13,Ministry Of Water,844,Idara ya maji,35.06630886,-5.85530454,Kwa Stephano Masmbwa,0,Internal,Usanguni,Singida,13,3,Manyoni,Chikuyu,250,TRUE,GeoData Consultants Ltd,VWC,Chikuyu water supply,FALSE,1974,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
47462,0,4/2/11,Tanza,0,MWE &,35.63768716,-6.32118,Kwa Silvester,0,Internal,Chizomoche,Dodoma,1,5,Dodoma Urban,Mbabala,0,TRUE,GeoData Consultants Ltd,VWC,Chiz,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
28110,0,10/12/12,Tasaf,0,TASAF,33.0849318,-3.75139073,Kwa Mange Idege,0,Lake Victoria,Uborwa,Shinyanga,17,3,Shinyanga Rural,Imesela,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,other,other,other,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,non functional
52448,0,3/18/11,Dct,0,Gove,35.91196769,-5.79362559,Kabia,0,Wami / Ruvu,Nyerer,Dodoma,1,6,Bahi,Zanka,0,TRUE,GeoData Consultants Ltd,VWC,Mkon,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
18832,0,3/14/13,Swisland/ Mount Meru Flowers,1257,Community,36.76604605,-3.39285751,Agape Chekechea,0,Pangani,Moivaro,Arusha,2,7,Meru,Nkoanrua,210,TRUE,GeoData Consultants Ltd,VWC,Loruvani gravity water supply,TRUE,2011,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
62720,250,2/14/13,Dwe,1572,DWE,30.12658076,-4.43681809,Mgunga,0,Lake Tanganyika,Magomeni,Kigoma,16,2,Kasulu,Msambara,320,TRUE,GeoData Consultants Ltd,Water authority,,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional needs repair
14326,0,3/16/13,Rc Church,625,RC CHURCH,37.56451071,-4.18247567,Rc Church,0,Pangani,Muungano,Kilimanjaro,3,3,Same,Ruvu,87,TRUE,GeoData Consultants Ltd,Water authority,,,2011,windmill,wind-powered,wind-powered,private operator,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
36933,0,3/28/11,Danida,0,DANIDA,33.30381177,-8.95958218,Alioka Mwamlima,0,Lake Rukwa,Tazama,Mbeya,12,2,Mbeya Rural,Iwindi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
65093,100,1/22/13,Fw,338,FW,38.80660601,-10.56479172,Malugunyo,0,Ruvuma / Southern Coast,Madukani,Mtwara,90,33,Masasi,Lukulendi,2530,TRUE,GeoData Consultants Ltd,VWC,FW,TRUE,1974,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
50139,0,7/29/11,,0,,33.69121711,-9.45005507,Vilabuni,0,Lake Nyasa,Ilima,Mbeya,12,4,Rungwe,Ilima,0,TRUE,GeoData Consultants Ltd,VWC,M,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
36455,0,10/10/12,Africare,0,TDFT,32.74750562,-5.630633,Kwa Hassan Kasonta,0,Lake Tanganyika,Usega,Tabora,14,5,Sikonge,Sikonge,0,FALSE,GeoData Consultants Ltd,VWC,Mradi wa maji wa sikonge,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
49732,0,8/6/11,Danida,0,DANIDA,32.71120577,-8.81026548,Nasaji,0,Lake Rukwa,Ipenya,Mbeya,12,6,Mbozi,Nambinzo,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
20200,0,10/13/12,Dwsp,0,DWSP,33.06037263,-3.83408324,Shojababi,0,Internal,Chembeli,Shinyanga,17,3,Shinyanga Rural,Didia,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
43777,0,1/16/13,Norad /government,1286,RWE/DWE,30.5365143,-3.79134872,Sokoni,0,Lake Tanganyika,Kinani,Kigoma,16,1,Kibondo,Rugongowe,450,TRUE,GeoData Consultants Ltd,VWC,Kigaga gravity water supply,FALSE,1988,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
42497,0,2/14/13,Danida,458,DANIDA,34.73579846,-11.16676157,Kwa Mzee Maluka,0,Lake Nyasa,Kawawa,Ruvuma,10,3,Mbinga,Lipingo,86,,GeoData Consultants Ltd,VWC,DANIDA,TRUE,1990,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
52601,0,3/21/11,Dhv,326,DWE,36.36552941,-8.77905499,Kituo Cha Walimu,0,Rufiji,Dakusi,Morogoro,5,4,Ulanga,Mtimbira,1,TRUE,GeoData Consultants Ltd,Water Board,Mtimbira,TRUE,1995,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
65530,0,3/13/11,British Colonial Government,0,DWE,39.11013687,-4.75461109,Magaoni,0,Pangani,Magaoni,Tanga,4,8,Mkinga,Duga,1,TRUE,GeoData Consultants Ltd,VWC,Deep well,TRUE,1961,other,other,other,vwc,user-group,never pay,never pay,salty abandoned,salty,dry,dry,other,other,unknown,other,other,non functional
73024,0,3/2/13,Government Of Tanzania,1445,Central govt,37.67816216,-3.69879186,Kwa Kituku,0,Pangani,Mbale,Kilimanjaro,3,2,Mwanga,Kirongwe,80,TRUE,GeoData Consultants Ltd,VWC,Kindoroko water supply,FALSE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
18842,0,7/22/11,Co,1886,DWE,31.35287524,-7.68709583,Shule Ya Msingi,0,Lake Rukwa,Fuzi,Rukwa,15,3,Nkasi,Chala,1,FALSE,GeoData Consultants Ltd,VWC,,FALSE,1984,ksb,submersible,submersible,vwc,user-group,never pay,never pay,unknown,unknown,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
9474,250,2/12/13,World Bank,1343,World Bank,30.01709818,-4.33258278,Jeshini,0,Lake Tanganyika,Rulemba,Kigoma,16,2,Kasulu,Munyegera,50,TRUE,GeoData Consultants Ltd,Water authority,Kabuye,TRUE,1982,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
44434,0,1/29/13,Unicef,1499,TWESA,30.70845573,-3.59108444,Kabigwa Primary School,0,Lake Tanganyika,Kabigwa,Kigoma,16,1,Kibondo,Kibondo Urban,450,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2010,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
36366,0,10/10/12,Tcrs,0,TCRS,33.83495799,-3.76408399,Shule,0,Internal,Bukurwa,Shinyanga,17,8,Kishapu,Mwamashele,0,TRUE,GeoData Consultants Ltd,VWC,Tungu water piped scheme,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
47236,0,1/4/13,Government Of Tanzania,1564,DWE,36.65864318,-3.3307891,Kwa Loibulu,0,Pangani,Tarakwa,Arusha,2,2,Arusha Rural,Murieti,150,TRUE,GeoData Consultants Ltd,VWC,Saitero olosaita pipe line,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
8633,500,2/3/13,Government Of Tanzania,991,DWE,30.39148972,-5.10506992,Kwa Lugai,0,Lake Tanganyika,Mnazi Mmoja,Kigoma,16,3,Kigoma Rural,Uvinza,150,FALSE,GeoData Consultants Ltd,VWC,Nyanza water project,TRUE,1997,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
71487,0,10/25/12,Ridep,0,DWE,0,-2.00E-08,Nyanguruma,0,Lake Victoria,Nyalwashi,Mwanza,19,2,Magu,Shigala,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
46268,0,2/24/13,Government Of Tanzania,1415,RWE,37.29307888,-3.2217387,Shule Ya Msingi Okaoni,0,Pangani,Mringeni,Kilimanjaro,3,4,Moshi Rural,Okoani Kibosho,1,FALSE,GeoData Consultants Ltd,VWC,Otaruni water supply,TRUE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,non functional
36093,0,11/13/12,World Vision,0,World vision,33.99969741,-3.56849388,Mkuyuni B,0,Internal,Mahenge,Shinyanga,17,2,Maswa,Dakama,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
2591,500,2/1/13,Norad,1822,Norad,31.53969095,-7.90807484,Shule Ya Sekondari Lukangao,0,Lake Tanganyika,King`Ombe,Rukwa,15,4,Sumbawanga Urban,Ntendo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1991,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,machine dbh,borehole,groundwater,hand pump,hand pump,functional
69669,0,2/8/13,Tassaf,1349,TCRS,30.74937852,-3.41197674,Nkoni B,0,Lake Tanganyika,Nkoni B,Kigoma,16,1,Kibondo,Gwanumpu,500,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2008,india mark ii,india mark ii,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
67377,0,8/10/11,Unicef,524,DWE,37.59776312,-6.89558991,Shuleni,0,Wami / Ruvu,Kauzeni,Morogoro,5,5,Morogoro Urban,Mzinga,450,TRUE,GeoData Consultants Ltd,VWC,Kimanda,TRUE,1970,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non functional
51185,0,1/28/13,Sema,1542,SEMA,34.84539417,-4.26244399,Kwa Kizali,0,Internal,Shule,Singida,13,1,Iramba,Mwanga,230,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1998,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
24049,0,8/3/13,Oikos E.Afrika,1491,Community,36.90794506,-3.17881406,Balozi Daudi,0,Internal,Ilkirumuni,Arusha,2,7,Meru,Ngarenanyuki,96,TRUE,GeoData Consultants Ltd,VWC,Ilesi gravity water supply,TRUE,2009,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
70835,10,3/15/13,Hans,1602,Hans,35.73363834,-3.30450464,Qwahasau,0,Internal,Juu,Arusha,24,30,Karatu,Rhotia,150,TRUE,GeoData Consultants Ltd,VWC,Mowasu,TRUE,1992,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
74176,0,3/17/13,Government Of Tanzania,991,DWE,37.37037474,-3.30815036,Kwa Msendo,0,Pangani,Kiwalaa,Kilimanjaro,3,4,Moshi Rural,Mbokomu,100,TRUE,GeoData Consultants Ltd,VWC,Mbokomu east,FALSE,1963,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
68037,0,4/12/11,Socie,0,Commu,35.86593887,-5.97347421,Zahanati,0,Wami / Ruvu,Makulu,Dodoma,1,5,Dodoma Urban,Chihanga,0,TRUE,GeoData Consultants Ltd,VWC,Nzas,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
10992,0,1/27/13,Finw,201,FinW,39.73445071,-10.84665973,Miembeni,0,Ruvuma / Southern Coast,Chiwindi,Mtwara,9,4,Tandahimba,Mkoreha,1,TRUE,GeoData Consultants Ltd,Water Board,Borehole,TRUE,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
45886,0,8/7/11,Hesawa,1220,DWE,33.04857289,-1.84987437,none,0,Lake Victoria,Mwidea,Mwanza,19,1,Ukerewe,Bwisya,300,TRUE,GeoData Consultants Ltd,,,TRUE,1999,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
64793,0,7/9/11,Kkkt,0,KKKT,32.6262126,-9.24781007,Lighton Schura,0,Lake Rukwa,Iluma,Mbeya,12,6,Mbozi,Nkangamo,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
40808,0,2/1/13,Fin Water,334,FIN WATER,38.69103275,-10.87666127,Kwa Zena Rajabu 2,0,Ruvuma / Southern Coast,Bombambili 2,Mtwara,90,63,Nanyumbu,Maratani,36,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1978,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
62565,0,7/30/11,Oxfam,0,OXFAM,30.51219714,-2.50530793,Mundalu,0,Lake Victoria,Mundalu,Kagera,18,30,Ngara,Kirushya,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional
70379,0,7/18/11,Government Of Tanzania,0,Government,0,-2.00E-08,Nersing College,0,Lake Victoria,Nyanza,Mwanza,19,6,Geita,Kalangalala,0,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
10089,0,10/12/12,Dwsp,0,DWSP,33.02122705,-3.74548548,Kwa Mihambo Ndete,0,Lake Victoria,Ijanija,Shinyanga,17,3,Shinyanga Rural,Ilola,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,functional
37364,0,7/15/11,Danida,0,Central government,33.76897675,-9.57524712,Kwa Alex Kamendu,0,Lake Nyasa,Lubele,Mbeya,12,3,Kyela,Ikolo,0,TRUE,GeoData Consultants Ltd,Water authority,Ngana water supplied scheme,TRUE,0,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non functional
43345,0,10/23/12,World Bank,0,World Bank,33.43091711,-4.38908379,Shule Ya Msingi,0,Internal,Barazani,Tabora,14,2,Igunga,Nkinga,0,TRUE,GeoData Consultants Ltd,Water authority,World Bank,FALSE,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
39310,0,7/17/11,Hesawa,0,HESAWA,31.87632762,-3.15255484,Imalabupina,0,Lake Tanganyika,Imalabupina,Kagera,18,8,Chato,Buseresere,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
59713,0,7/30/11,Plan International,0,Plan Internationa,0,-2.00E-08,Petro,0,Lake Victoria,Mwabasabi,Mwanza,19,6,Geita,Kasamwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
28945,0,8/4/11,,0,,33.59620292,-9.3522683,Kwa Laitoni,0,Lake Nyasa,Mpuga,Mbeya,12,4,Rungwe,Kisondela,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
5074,0,2/21/13,Government Of Tanzania,1773,DWE,35.25506862,-4.30052711,Kwa Gaashe,0,Internal,Sirigadi,Manyara,21,1,Babati,Ufana,150,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
